"simDir","species","averageMaxBiomassTarget","spAnppMultiplier","spBiomassMultiplier","maxBiomassMultiplier","spinupMortalityFraction"
"221","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.5,0.01
"222","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.5,0.01
"223","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.5,0.01
"224","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.5,0.01
"225","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.5,0.01
"226","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.5,0.01
"227","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.5,0.01
"228","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.5,0.01
"229","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.5,0.01
"230","ABIE.BAL",0.18,1,1,0.6,0.01
"231","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.6,0.01
"232","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.6,0.01
"233","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.6,0.01
"234","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.6,0.01
"235","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.6,0.01
"236","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.6,0.01
"237","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.6,0.01
"238","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.6,0.01
"239","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.6,0.01
"240","ABIE.BAL",0.18,1,1,0.7,0.01
"241","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.7,0.01
"242","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.7,0.01
"243","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.7,0.01
"244","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.7,0.01
"245","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.7,0.01
"246","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.7,0.01
"247","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.7,0.01
"248","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.7,0.01
"249","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.7,0.01
"250","ABIE.BAL",0.18,1,1,0.8,0.01
"251","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.8,0.01
"252","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.8,0.01
"253","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.8,0.01
"254","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.8,0.01
"255","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.8,0.01
"256","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.8,0.01
"257","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.8,0.01
"258","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.8,0.01
"259","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.8,0.01
"260","ABIE.BAL",0.18,1,1,0.9,0.01
"261","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.9,0.01
"262","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.9,0.01
"263","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.9,0.01
